date,item_id,store_id,units_sold,prediction,residual,absolute_error,sell_price,price_available,usable_elasticity,elasticity_observations,elasticity_source,recommended_price,recommended_change_pct,expected_demand,expected_revenue,absolute_price_change,current_expected_revenue,expected_revenue_lift,expected_revenue_lift_pct,pricing_action,recommendation_actionable
2016-04-25,FOODS_1_039,CA_1,0,0.6456117046625125,-0.6456117046625125,0.6456117046625125,2.48,1,-1.0,0.0,Fallback,2.48,0.0,0.6456117046625125,1.601117027563031,0.0,1.601117027563031,0.0,0.0,Keep,False
2016-04-25,FOODS_1_040,CA_1,5,2.5868278304803773,2.4131721695196227,2.4131721695196227,1.78,1,-1.5,4.0,Observed,1.602,-0.1,3.029728836677753,4.853625596357761,0.1,4.604553538255072,0.24907205810268884,0.054092553389459876,Decrease,True
2016-04-25,FOODS_1_041,CA_1,1,0.9130975312418425,0.0869024687581576,0.0869024687581576,2.24,1,-1.0,1.0,Fallback,2.24,0.0,0.9130975312418425,2.0453384699817274,0.0,2.0453384699817274,0.0,0.0,Keep,False
2016-04-25,FOODS_1_042,CA_1,1,3.4081216151141684,-2.4081216151141684,2.4081216151141684,0.98,1,-1.0,0.0,Fallback,0.98,0.0,3.4081216151141684,3.339959182811885,0.0,3.339959182811885,0.0,0.0,Keep,False
2016-04-25,FOODS_1_043,CA_1,0,0.0197284277143503,-0.0197284277143503,0.0197284277143503,1.96,1,-3.0,6.0,Observed,1.764,-0.1,0.027062315108848146,0.04773792385200813,0.1,0.03866771832012659,0.009070205531881544,0.23456790123456786,Decrease,True
2016-04-25,FOODS_1_044,CA_1,2,0.9913518508369484,1.0086481491630517,1.0086481491630517,2.98,1,-1.5,4.0,Observed,2.682,-0.1,1.1610851152845398,3.114030279193136,0.1,2.954228515494106,0.15980176369902965,0.05409255338945985,Decrease,True
2016-04-25,FOODS_1_045,CA_1,2,5.075122900502394,-3.075122900502394,3.075122900502394,1.78,1,-0.7010690789473721,4.0,Observed,1.9580000000000002,0.1,4.747089633431937,9.294801502259734,0.1,9.033718762894262,0.261082739365472,0.02890091514004861,Increase,True
2016-04-25,FOODS_1_046,CA_1,5,7.995164683846715,-2.995164683846715,2.995164683846715,0.98,1,-1.0,1.0,Fallback,0.98,0.0,7.995164683846715,7.835261390169781,0.0,7.835261390169781,0.0,0.0,Keep,False
2016-04-25,FOODS_1_047,CA_1,3,0.7677401750014905,2.232259824998509,2.232259824998509,3.54,1,-1.0,2.0,Fallback,3.54,0.0,0.7677401750014905,2.7178002195052766,0.0,2.7178002195052766,0.0,0.0,Keep,False
2016-04-25,FOODS_1_048,CA_1,2,0.7276377324636709,1.272362267536329,1.272362267536329,5.98,1,-1.0,0.0,Fallback,5.98,0.0,0.7276377324636709,4.351273640132752,0.0,4.351273640132752,0.0,0.0,Keep,False
2016-04-25,FOODS_1_049,CA_1,2,0.7416731020791336,1.2583268979208664,1.2583268979208664,2.24,1,-1.0,6.0,Fallback,2.24,0.0,0.7416731020791336,1.6613477486572594,0.0,1.6613477486572594,0.0,0.0,Keep,False
2016-04-25,FOODS_1_050,CA_1,2,0.9211466074955932,1.0788533925044068,1.0788533925044068,5.98,1,-1.0,0.0,Fallback,5.98,0.0,0.9211466074955932,5.508456712823648,0.0,5.508456712823648,0.0,0.0,Keep,False
2016-04-25,FOODS_1_051,CA_1,2,0.8114466919148883,1.1885533080851118,1.1885533080851118,3.87,1,-1.0,0.0,Fallback,3.87,0.0,0.8114466919148883,3.1402986977106178,0.0,3.1402986977106178,0.0,0.0,Keep,False
2016-04-25,FOODS_1_052,CA_1,3,2.1384786189995757,0.8615213810004247,0.8615213810004247,0.98,1,-1.0,0.0,Fallback,0.98,0.0,2.1384786189995757,2.095709046619584,0.0,2.095709046619584,0.0,0.0,Keep,False
2016-04-25,FOODS_1_053,CA_1,0,0.3424292069307761,-0.3424292069307761,0.3424292069307761,5.14,1,-1.0,5.0,Fallback,5.14,0.0,0.3424292069307761,1.7600861236241891,0.0,1.7600861236241891,0.0,0.0,Keep,False
2016-04-25,FOODS_1_054,CA_1,2,1.906894880763472,0.0931051192365277,0.0931051192365277,1.98,1,-0.7944444444444431,4.0,Observed,2.178,0.1,1.7678384037151607,3.8503520432916196,0.1,3.7756518639116745,0.07470017937994511,0.019784710580427762,Increase,True
2016-04-25,FOODS_1_055,CA_1,0,2.394689647472781,-2.394689647472781,2.394689647472781,4.38,1,-3.0,8.0,Observed,3.942,-0.1,3.284896635765131,12.949062538186148,0.1,10.48874065593078,2.460321882255368,0.2345679012345679,Decrease,True
2016-04-25,FOODS_1_056,CA_1,0,0.017192621192846,-0.017192621192846,0.017192621192846,2.24,1,-1.0,0.0,Fallback,2.24,0.0,0.017192621192846,0.03851147147197505,0.0,0.03851147147197505,0.0,0.0,Keep,False
2016-04-25,FOODS_1_057,CA_1,0,0.017192621192846,-0.017192621192846,0.017192621192846,2.24,1,-1.0,1.0,Fallback,2.24,0.0,0.017192621192846,0.03851147147197505,0.0,0.03851147147197505,0.0,0.0,Keep,False
2016-04-25,FOODS_1_058,CA_1,0,0.0320779660736391,-0.0320779660736391,0.0320779660736391,1.96,1,-0.5387931034482754,6.0,Observed,2.156,0.1,0.030472264575827773,0.06569820242548469,0.1,0.06287281350433263,0.0028253889211520555,0.0449381658569702,Increase,True
2016-04-25,FOODS_1_059,CA_1,0,0.6797864086363342,-0.6797864086363342,0.6797864086363342,4.89,1,-3.0,3.0,Observed,4.401,-0.1,0.9324916442199371,4.1038957262119435,0.1,3.324155538231674,0.7797401879802695,0.23456790123456797,Decrease,True
2016-04-25,FOODS_1_060,CA_1,1,1.0178832188391285,-0.0178832188391284,0.0178832188391284,1.68,1,-1.0,0.0,Fallback,1.68,0.0,1.0178832188391285,1.7100438076497357,0.0,1.7100438076497357,0.0,0.0,Keep,False
2016-04-25,FOODS_1_061,CA_1,4,1.5185895701973535,2.4814104298026463,2.4814104298026463,2.24,1,-3.0,6.0,Observed,2.0160000000000005,-0.1,2.083113265016945,4.199556342274161,0.1,3.401640637242072,0.7979157050320893,0.23456790123456742,Decrease,True
2016-04-25,FOODS_1_062,CA_1,1,0.9399572323212086,0.0600427676787913,0.0600427676787913,4.27,1,-0.6822368421052607,4.0,Observed,4.697,0.1,0.8807820980978394,4.137033514765552,0.1,4.01361738201156,0.12341613275399155,0.03074935177107923,Increase,True
2016-04-25,FOODS_1_063,CA_1,1,0.8728869084890432,0.1271130915109568,0.1271130915109568,2.48,1,-1.0,3.0,Fallback,2.48,0.0,0.8728869084890432,2.164759533052827,0.0,2.164759533052827,0.0,0.0,Keep,False
2016-04-25,FOODS_1_064,CA_1,2,0.9638216549021852,1.0361783450978148,1.0361783450978148,2.68,1,-1.0,2.0,Fallback,2.68,0.0,0.9638216549021852,2.5830420351378565,0.0,2.5830420351378565,0.0,0.0,Keep,False
2016-04-25,FOODS_1_065,CA_1,1,0.7900928173714502,0.2099071826285498,0.2099071826285498,3.54,1,-1.5,4.0,Observed,3.186,-0.1,0.9253677280863822,2.948221581683214,0.1,2.7969285734949336,0.15129300818828018,0.054092553389459744,Decrease,True
2016-04-25,FOODS_1_066,CA_1,0,1.196354198156425,-1.196354198156425,1.196354198156425,1.36,1,-1.0,1.0,Fallback,1.36,0.0,1.196354198156425,1.627041709492738,0.0,1.627041709492738,0.0,0.0,Keep,False
2016-04-25,FOODS_1_067,CA_1,5,1.779826713001914,3.2201732869980857,3.2201732869980857,2.0,1,-1.0,1.0,Fallback,2.0,0.0,1.779826713001914,3.559653426003828,0.0,3.559653426003828,0.0,0.0,Keep,False
2016-04-25,FOODS_1_068,CA_1,0,0.1413178533282417,-0.1413178533282417,0.1413178533282417,3.58,1,-1.0,0.0,Fallback,3.58,0.0,0.1413178533282417,0.5059179149151053,0.0,0.5059179149151053,0.0,0.0,Keep,False
2016-04-25,FOODS_1_069,CA_1,0,1.0868407512610656,-1.0868407512610656,1.0868407512610656,2.68,1,-1.0,2.0,Fallback,2.68,0.0,1.0868407512610656,2.912733213379656,0.0,2.912733213379656,0.0,0.0,Keep,False
2016-04-25,FOODS_1_070,CA_1,0,0.7086057903110372,-0.7086057903110372,0.7086057903110372,0.98,1,-1.0,0.0,Fallback,0.98,0.0,0.7086057903110372,0.6944336745048164,0.0,0.6944336745048164,0.0,0.0,Keep,False
2016-04-25,FOODS_1_071,CA_1,1,1.1933084699931595,-0.1933084699931595,0.1933084699931595,2.0,1,-1.0,5.0,Fallback,2.0,0.0,1.1933084699931595,2.386616939986319,0.0,2.386616939986319,0.0,0.0,Keep,False
2016-04-25,FOODS_1_072,CA_1,0,0.336345236694008,-0.336345236694008,0.336345236694008,5.28,1,-3.0,3.0,Observed,4.752000000000001,-0.1,0.46137892550618365,2.192472654005385,0.1,1.7759028497443623,0.41656980426102264,0.23456790123456756,Decrease,True
2016-04-25,FOODS_1_073,CA_1,0,0.877052628610631,-0.877052628610631,0.877052628610631,2.12,1,-1.5,8.0,Observed,1.9080000000000001,-0.1,1.027216271943464,1.9599286468681296,0.1,1.859351572654538,0.10057707421359163,0.0540925533894598,Decrease,True
2016-04-25,FOODS_1_074,CA_1,2,1.229269571267306,0.7707304287326939,0.7707304287326939,2.24,1,-1.0,4.0,Fallback,2.24,0.0,1.229269571267306,2.753563839638766,0.0,2.753563839638766,0.0,0.0,Keep,False
2016-04-25,FOODS_1_075,CA_1,0,0.877907238584417,-0.877907238584417,0.877907238584417,3.54,1,-1.0,0.0,Fallback,3.54,0.0,0.877907238584417,3.1077916245888364,0.0,3.1077916245888364,0.0,0.0,Keep,False
2016-04-25,FOODS_1_076,CA_1,0,1.257532470497842,-1.257532470497842,1.257532470497842,5.14,1,-1.0,7.0,Fallback,5.14,0.0,1.257532470497842,6.463716898358907,0.0,6.463716898358907,0.0,0.0,Keep,False
2016-04-25,FOODS_1_077,CA_1,0,0.3505110664036695,-0.3505110664036695,0.3505110664036695,3.28,1,-1.0,2.0,Fallback,3.28,0.0,0.3505110664036695,1.149676297804036,0.0,1.149676297804036,0.0,0.0,Keep,False
2016-04-25,FOODS_1_078,CA_1,0,0.6398861114874479,-0.6398861114874479,0.6398861114874479,3.48,1,-1.0,2.0,Fallback,3.48,0.0,0.6398861114874479,2.2268036679763186,0.0,2.2268036679763186,0.0,0.0,Keep,False
2016-04-25,FOODS_1_079,CA_1,0,0.018680531560446,-0.018680531560446,0.018680531560446,4.58,1,-1.0,1.0,Fallback,4.58,0.0,0.018680531560446,0.08555683454684268,0.0,0.08555683454684268,0.0,0.0,Keep,False
2016-04-25,FOODS_1_080,CA_1,0,0.7405960957334174,-0.7405960957334174,0.7405960957334174,7.58,1,-1.0,1.0,Fallback,7.58,0.0,0.7405960957334174,5.613718405659304,0.0,5.613718405659304,0.0,0.0,Keep,False
2016-04-25,FOODS_1_081,CA_1,0,1.1121002064315533,-1.1121002064315533,1.1121002064315533,5.64,1,-1.0,3.0,Fallback,5.64,0.0,1.1121002064315533,6.2722451642739605,0.0,6.2722451642739605,0.0,0.0,Keep,False
2016-04-25,FOODS_1_082,CA_1,10,7.214368147232327,2.785631852767673,2.785631852767673,0.98,1,-1.0,0.0,Fallback,0.98,0.0,7.214368147232327,7.07008078428768,0.0,7.07008078428768,0.0,0.0,Keep,False
2016-04-25,FOODS_1_083,CA_1,2,0.8940459226521937,1.1059540773478065,1.1059540773478065,2.0,1,-1.0,1.0,Fallback,2.0,0.0,0.8940459226521937,1.7880918453043875,0.0,1.7880918453043875,0.0,0.0,Keep,False
2016-04-25,FOODS_1_084,CA_1,0,0.018680531560446,-0.018680531560446,0.018680531560446,4.58,1,-1.0,2.0,Fallback,4.58,0.0,0.018680531560446,0.08555683454684268,0.0,0.08555683454684268,0.0,0.0,Keep,False
2016-04-25,FOODS_1_085,CA_1,10,7.86947722621602,2.13052277378398,2.13052277378398,0.98,1,-1.0,1.0,Fallback,0.98,0.0,7.86947722621602,7.712087681691699,0.0,7.712087681691699,0.0,0.0,Keep,False
2016-04-25,FOODS_1_086,CA_1,2,6.0806907733679045,-4.0806907733679045,4.0806907733679045,1.83,1,-0.9583075335397306,4.0,Observed,1.96725,0.075,5.673537771418071,11.1612671808222,0.075,11.127664115263265,0.03360306555893544,0.003019777125807004,Increase,False
2016-04-25,FOODS_1_087,CA_1,3,3.0241480111247827,-0.0241480111247827,0.0241480111247827,5.64,1,-1.0,6.0,Fallback,5.64,0.0,3.0241480111247827,17.056194782743773,0.0,17.056194782743773,0.0,0.0,Keep,False
2016-04-25,FOODS_1_088,CA_1,1,0.91787329475083,0.0821267052491698,0.0821267052491698,5.28,1,-1.5,4.0,Observed,4.752000000000001,-0.1,1.0750260055021095,5.108523578146025,0.1,4.846370996284382,0.2621525818616428,0.054092553389459876,Decrease,True
2016-04-25,FOODS_1_089,CA_1,2,0.6314203982842764,1.3685796017157237,1.3685796017157237,3.48,1,-1.0,0.0,Fallback,3.48,0.0,0.6314203982842764,2.197342986029282,0.0,2.197342986029282,0.0,0.0,Keep,False
2016-04-25,FOODS_1_090,CA_1,1,0.7337094280290449,0.266290571970955,0.266290571970955,3.54,1,-1.0,0.0,Fallback,3.54,0.0,0.7337094280290449,2.597331375222819,0.0,2.597331375222819,0.0,0.0,Keep,False
2016-04-25,FOODS_1_091,CA_1,0,0.0168083624744699,-0.0168083624744699,0.0168083624744699,2.24,1,-1.0,2.0,Fallback,2.24,0.0,0.0168083624744699,0.037650731942812585,0.0,0.037650731942812585,0.0,0.0,Keep,False
2016-04-25,FOODS_1_092,CA_1,0,1.1918524175304104,-1.1918524175304104,1.1918524175304104,1.96,1,-1.0,2.0,Fallback,1.96,0.0,1.1918524175304104,2.336030738359604,0.0,2.336030738359604,0.0,0.0,Keep,False
2016-04-25,FOODS_1_093,CA_1,0,0.3192398407371316,-0.3192398407371316,0.3192398407371316,5.64,1,-1.0,3.0,Fallback,5.64,0.0,0.3192398407371316,1.800512701757422,0.0,1.800512701757422,0.0,0.0,Keep,False
2016-04-25,FOODS_1_094,CA_1,1,0.6292210833317248,0.3707789166682752,0.3707789166682752,3.54,1,-1.0,5.0,Fallback,3.54,0.0,0.6292210833317248,2.2274426349943055,0.0,2.2274426349943055,0.0,0.0,Keep,False
2016-04-25,FOODS_1_095,CA_1,0,0.0713752366673539,-0.0713752366673539,0.0713752366673539,3.17,1,-1.0,8.0,Fallback,3.17,0.0,0.0713752366673539,0.22625950023551186,0.0,0.22625950023551186,0.0,0.0,Keep,False
2016-04-25,FOODS_1_096,CA_1,2,0.6096358533966267,1.3903641466033734,1.3903641466033734,5.74,1,-1.0,10.0,Fallback,5.74,0.0,0.6096358533966267,3.4993097984966375,0.0,3.4993097984966375,0.0,0.0,Keep,False
2016-04-25,FOODS_1_097,CA_1,2,1.9256940143054009,0.0743059856945991,0.0743059856945991,0.98,1,-1.0,0.0,Fallback,0.98,0.0,1.9256940143054009,1.8871801340192929,0.0,1.8871801340192929,0.0,0.0,Keep,False
2016-04-25,FOODS_1_098,CA_1,0,0.1364492877657349,-0.1364492877657349,0.1364492877657349,4.58,1,-3.0,7.0,Observed,4.122,-0.1,0.18717323424655,0.771528071564279,0.1,0.6249377379670659,0.14659033359721318,0.23456790123456822,Decrease,True
2016-04-25,FOODS_1_099,CA_1,6,7.73151512441643,-1.73151512441643,1.73151512441643,0.98,1,-1.0,0.0,Fallback,0.98,0.0,7.73151512441643,7.576884821928101,0.0,7.576884821928101,0.0,0.0,Keep,False
2016-04-25,FOODS_1_101,CA_1,1,0.0181719847345556,0.9818280152654444,0.9818280152654444,2.0,1,-1.0,1.0,Fallback,2.0,0.0,0.0181719847345556,0.0363439694691112,0.0,0.0363439694691112,0.0,0.0,Keep,False
2016-04-25,FOODS_1_102,CA_1,3,0.7766228728356717,2.223377127164328,2.223377127164328,1.78,1,-1.5,4.0,Observed,1.602,-0.1,0.9095915411644565,1.4571656489454594,0.1,1.3823887136474955,0.07477693529796392,0.05409255338945988,Decrease,True
2016-04-25,FOODS_1_103,CA_1,1,1.4053293157661,-0.4053293157661,0.4053293157661,4.27,1,-1.562199312714777,5.0,Observed,3.8429999999999995,-0.1,1.6567631495582822,6.366940783752478,0.1,6.000756178321247,0.366184605431231,0.06102307685057014,Decrease,True
2016-04-25,FOODS_1_104,CA_1,1,1.387016121779939,-0.387016121779939,0.387016121779939,3.54,1,-1.0,0.0,Fallback,3.54,0.0,1.387016121779939,4.910037071100985,0.0,4.910037071100985,0.0,0.0,Keep,False
2016-04-25,FOODS_1_105,CA_1,1,1.467824719674864,-0.4678247196748639,0.4678247196748639,1.98,1,-1.0,2.0,Fallback,1.98,0.0,1.467824719674864,2.9062929449562307,0.0,2.9062929449562307,0.0,0.0,Keep,False
2016-04-25,FOODS_1_106,CA_1,2,1.3447319149683097,0.6552680850316903,0.6552680850316903,3.54,1,-1.5,6.0,Observed,3.186,-0.1,1.574968775414715,5.017850518471282,0.1,4.760350978987816,0.25749953948346604,0.05409255338945988,Decrease,True
2016-04-25,FOODS_1_107,CA_1,0,0.2038268009555558,-0.2038268009555558,0.2038268009555558,4.58,1,-1.0,6.0,Fallback,4.58,0.0,0.2038268009555558,0.9335267483764456,0.0,0.9335267483764456,0.0,0.0,Keep,False
2016-04-25,FOODS_1_108,CA_1,0,1.142896767328929,-1.142896767328929,1.142896767328929,2.5,1,-1.0,0.0,Fallback,2.5,0.0,1.142896767328929,2.8572419183223223,0.0,2.8572419183223223,0.0,0.0,Keep,False
2016-04-25,FOODS_1_109,CA_1,0,0.8685273289024671,-0.8685273289024671,0.8685273289024671,2.24,1,-1.0,2.0,Fallback,2.24,0.0,0.8685273289024671,1.9455012167415264,0.0,1.9455012167415264,0.0,0.0,Keep,False
2016-04-25,FOODS_1_110,CA_1,0,0.0277460687795995,-0.0277460687795995,0.0277460687795995,1.96,1,-3.0,6.0,Observed,1.764,-0.1,0.03806045100082235,0.06713863556545063,0.1,0.054382294808015014,0.012756340757435619,0.2345679012345679,Decrease,True
2016-04-25,FOODS_1_111,CA_1,0,0.4659692545706387,-0.4659692545706387,0.4659692545706387,5.98,1,-1.0,0.0,Fallback,5.98,0.0,0.4659692545706387,2.7864961423324197,0.0,2.7864961423324197,0.0,0.0,Keep,False
